400	100	27.77
600	100	8.037
800	100	2.878
1000	100	1.209
1200	100	0.5676
1400	100	0.2872
1600	100	0.1544
1800	100	0.08627
2000	100	0.04977
2200	100	0.02935
2400	100	0.01774
2600	100	0.01091
2800	100	0.006732
3000	100	0.00428
3200	100	0.002726
3400	100	0.001737
3600	100	0.00114
3800	100	0.0007517
4000	100	0.0005001
4200	100	0.0003375
4400	100	0.000232
4600	100	0.0001633
4800	100	0.0001167
5000	100	8.604e-05
600	200	4.072
800	200	2.079
1000	200	0.9949
1200	200	0.4967
1400	200	0.2599
1600	200	0.1423
1800	200	0.08073
2000	200	0.04696
2200	200	0.02797
2400	200	0.01692
2600	200	0.01035
2800	200	0.006435
3000	200	0.004061
3200	200	0.002569
3400	200	0.001645
3600	200	0.001063
3800	200	0.0006882
4000	200	0.000454
4200	200	0.0003003
4400	200	0.0002042
4600	200	0.0001369
4800	200	9.491e-05
5000	200	6.71e-05
800	300	0.949
1000	300	0.6696
1200	300	0.3867
1400	300	0.2183
1600	300	0.1248
1800	300	0.07248
2000	300	0.043
2200	300	0.02587
2400	300	0.01579
2600	300	0.009761
2800	300	0.006073
3000	300	0.003829
3200	300	0.002431
3400	300	0.001559
3600	300	0.0009947
3800	300	0.0006435
4000	300	0.0004212
4200	300	0.0002769
4400	300	0.0001824
4600	300	0.0001188
4800	300	8.645e-05
5000	300	5.721e-05
1000	400	0.2879
1200	400	0.2494
1400	400	0.1647
1600	400	0.1018
1800	400	0.06223
2000	400	0.03812
2200	400	0.02342
2400	400	0.01451
2600	400	0.009039
2800	400	0.00569
3000	400	0.003588
3200	400	0.00228
3400	400	0.001462
3600	400	0.0009425
3800	400	0.0005994
4000	400	0.0003897
4200	400	0.0002551
4400	400	0.0001671
4600	400	0.0001067
4800	400	7.136e-05
5000	400	4.842e-05
1200	500	0.1034
1400	500	0.103
1600	500	0.07499
1800	500	0.04987
2000	500	0.03214
2200	500	0.02047
2400	500	0.01298
2600	500	0.008208
2800	500	0.005215
3000	500	0.003332
3200	500	0.002132
3400	500	0.001368
3600	500	0.0008811
3800	500	0.0005625
4000	500	0.0003619
4200	500	0.0002365
4400	500	0.0001527
4600	500	9.882e-05
4800	500	6.398e-05
5000	500	4.242e-05
1400	600	0.04172
1600	600	0.04589
1800	600	0.03609
2000	600	0.0254
2200	600	0.01703
2400	600	0.01117
2600	600	0.007247
2800	600	0.004696
3000	600	0.00304
3200	600	0.001964
3400	600	0.001263
3600	600	0.0008158
3800	600	0.0005262
4000	600	0.0003393
4200	600	0.0002178
4400	600	0.0001409
4600	600	9.058e-05
4800	600	5.811e-05
5000	600	3.653e-05
1600	700	0.01833
1800	700	0.02175
2000	700	0.01809
2200	700	0.01329
2400	700	0.009205
2600	700	0.006191
2800	700	0.004117
3000	700	0.002711
3200	700	0.00177
3400	700	0.001157
3600	700	0.000751
3800	700	0.0004859
4000	700	0.000313
4200	700	0.0002018
4400	700	0.0001298
4600	700	8.315e-05
4800	700	5.247e-05
5000	700	3.304e-05
1800	800	0.008591
2000	800	0.01079
2200	800	0.009379
2400	800	0.007106
2600	800	0.005071
