2800	800	0.003497
3000	800	0.002362
3200	800	0.001573
3400	800	0.001039
3600	800	0.0006838
3800	800	0.0004444
4000	800	0.0002888
4200	800	0.0001866
4400	800	0.0001195
4600	800	7.648e-05
4800	800	4.769e-05
5000	800	2.897e-05
2000	900	0.00422
2200	900	0.005524
2400	900	0.00497
2600	900	0.003888
2800	900	0.002842
3000	900	0.001995
3200	900	0.001363
3400	900	0.0009205
3600	900	0.0006135
3800	900	0.0004036
4000	900	0.000264
4200	900	0.0001712
4400	900	0.0001104
4600	900	6.9e-05
4800	900	4.37e-05
5000	900	2.574e-05
2200	1000	0.00215
2400	1000	0.002909
2600	1000	0.002694
2800	1000	0.002166
3000	1000	0.001608
3200	1000	0.001145
3400	1000	0.0007921
3600	1000	0.0005399
3800	1000	0.0003595
4000	1000	0.0002369
4200	1000	0.0001551
4400	1000	9.948e-05
4600	1000	6.368e-05
4800	1000	3.999e-05
5000	1000	2.438e-05
2400	1100	0.001127
2600	1100	0.00157
2800	1100	0.001492
3000	1100	0.001219
3200	1100	0.0009171
3400	1100	0.0006633
3600	1100	0.0004623
3800	1100	0.0003156
4000	1100	0.0002114
4200	1100	0.0001392
4400	1100	9.047e-05
4600	1100	5.851e-05
4800	1100	3.602e-05
5000	1100	2.225e-05
2600	1200	0.0006044
2800	1200	0.0008617
3000	1200	0.0008341
3200	1200	0.0006905
3400	1200	0.0005283
3600	1200	0.0003829
3800	1200	0.0002691
4000	1200	0.0001836
4200	1200	0.0001232
4400	1200	8.099e-05
4600	1200	5.214e-05
4800	1200	3.257e-05
5000	1200	1.977e-05
2800	1300	0.0003315
3000	1300	0.0004795
3200	1300	0.0004712
3400	1300	0.0003943
3600	1300	0.0003042
3800	1300	0.0002222
4000	1300	0.000156
4200	1300	0.0001064
4400	1300	7.158e-05
4600	1300	4.606e-05
4800	1300	2.943e-05
5000	1300	1.739e-05
3000	1400	0.0001837
3200	1400	0.0002689
3400	1400	0.0002676
3600	1400	0.0002265
3800	1400	0.000176
4000	1400	0.0001285
4200	1400	9.055e-05
4400	1400	6.188e-05
4600	1400	4.057e-05
4800	1400	2.592e-05
5000	1400	1.617e-05
3200	1500	0.0001028
3400	1500	0.0001522
3600	1500	0.000153
3800	1500	0.0001304
4000	1500	0.0001011
4200	1500	7.461e-05
4400	1500	5.213e-05
4600	1500	3.505e-05
4800	1500	2.272e-05
5000	1500	1.413e-05
3400	1600	5.832e-05
3600	1600	8.663e-05
3800	1600	8.771e-05
4000	1600	7.484e-05
4200	1600	5.835e-05
4400	1600	4.258e-05
4600	1600	2.968e-05
4800	1600	1.935e-05
5000	1600	1.229e-05
3600	1700	3.313e-05
3800	1700	4.966e-05
4000	1700	5.027e-05
4200	1700	4.293e-05
4400	1700	3.327e-05
4600	1700	2.398e-05
4800	1700	1.622e-05
5000	1700	1.036e-05
3800	1800	1.891e-05
4000	1800	2.839e-05
4200	1800	2.887e-05
4400	1800	2.44e-05
4600	1800	1.899e-05
4800	1800	1.331e-05
5000	1800	8.742e-06
4000	1900	1.078e-05
4200	1900	1.612e-05
4400	1900	1.62e-05
4600	1900	1.378e-05
4800	1900	1.037e-05
5000	1900	7.077e-06
4200	2000	6.054e-06
4400	2000	9.064e-06
4600	2000	9.018e-06
4800	2000	7.635e-06
5000	2000	5.405e-06
4400	2100	3.384e-06
4600	2100	5.04e-06
4800	2100	4.999e-06
5000	2100	3.881e-06
4600	2200	1.883e-06
4800	2200	2.75e-06
5000	2200	2.532e-06
4800	2300	1.003e-06
5000	2300	1.392e-06
5000	2400	4.937e-07
1600	750	7.198e-03
2600	1250	2.473e-04
2800	1350	1.364e-04
400	150	1.276e+01
