400	100	304.4727	413.4204	595.0	877.2318	1252.2468	336.5894
400	150	287.4023	386.0139	545.0	781.7909	1079.3154	433.3128
600	100	47.4141	63.7562	89.25	125.8927	171.9309	60.498
600	200	56.1797	75.1558	105.75	150.01	205.6331	84.6607
800	100	63.4844	84.9279	119.5	169.5149	231.613	145.2925
800	200	13.8125	18.5732	26.0	36.6746	49.7552	20.9265
800	300	20.5195	27.592	38.625	54.7909	74.6176	37.2018
1000	100	66.2734	89.1158	124.75	176.4649	239.0729	176.6046
1000	200	10.1934	13.7067	19.1875	27.1416	36.8931	26.0158
1000	300	6.9905	9.3149	13.0625	18.4775	25.0332	17.6855
1000	400	8.5664	11.519	16.125	22.8096	30.9022	22.2039
1200	100	70.9082	94.4863	132.5	186.8995	253.56	189.8829
1200	200	10.9238	14.6889	20.5625	29.0047	39.3496	29.5459
1200	300	4.5322	6.0943	8.5312	11.9999	16.1935	11.1639
1200	400	4.7161	6.3162	8.8125	12.4306	16.7519	11.7129
1200	500	4.5656	6.0837	8.5312	11.9999	16.1935	12.2618
1400	100	74.1094	99.1417	139.5	197.8856	269.4926	227.89805
1400	200	11.7871	15.8498	22.1875	31.2969	42.4593	37.1218
1400	300	3.6625	4.9052	6.8438	9.6535	13.0966	8.9932
1400	400	2.6812	3.6053	5.0469	7.0988	9.5797	6.3644
1400	500	2.843	3.7884	5.3125	7.4936	10.1325	6.866
1400	600	2.634	3.5277	4.9219	6.9426	9.3875	6.5764
1600	100	72.6484	97.1873	136.75	193.9846	265.9132	278.6453
1600	200	11.1895	15.0461	21.0625	29.7939	40.3645	36.7137
1600	300	3.6025	4.8194	6.7812	9.5654	12.977	12.0058
1600	400	2.1167	2.8317	3.9844	5.6202	7.6247	6.7043
1600	500	2.0586	2.7681	3.875	5.4659	7.4154	6.3594
1600	600	2.0236	2.6964	3.7812	5.3337	7.236	6.0941
1600	700	1.873	2.5086	3.5	4.937	6.6755	5.5579
1600	750	1.7643	2.363	3.2969	4.6504	6.2671	5.4756
1800	100	73.543	99.175	140.5	202.1043	280.3741	224.5177
1800	200	11.1562	14.9246	21.0	29.7892	40.5688	36.3056
1800	300	3.7686	5.0675	7.0938	10.0627	13.704	11.4667
1800	400	2.1323	2.8557	3.9844	5.6361	7.6357	7.4667
1800	500	1.627	2.1877	3.0625	4.3198	5.8606	5.7399
1800	600	1.5647	2.104	2.9453	4.1545	5.6363	5.4171
1800	700	1.5066	2.0259	2.8359	4.0003	5.427	5.1619
1800	800	1.4277	1.9198	2.6875	3.7909	5.143	4.8831
2000	100	86.2363	116.2923	164.75	236.3304	328.3377	206.5365
2000	200	10.7578	14.3915	20.25	28.7253	39.1199	30.0006
2000	300	3.7188	4.9749	7.0	9.9297	13.5229	10.9275
2000	400	1.9009	2.5561	3.5781	5.0757	6.9124	6.0548
2000	500	1.3447	1.7989	2.5312	3.5907	4.89	4.365
2000	600	1.2576	1.691	2.3672	3.3579	4.558	4.2758
2000	700	1.27	1.699	2.3906	3.3721	4.5748	4.3655
2000	800	1.2078	1.624	2.2734	3.2249	4.3631	4.1101
2000	900	1.1372	1.5213	2.1406	3.0195	4.0964	3.8546
2200	100	80.4375	108.7734	156.0	228.1314	323.3577	188.5553
2200	200	11.2061	15.051	21.25	30.3133	41.4356	23.6956
2200	300	4.2002	5.6189	7.9062	11.2153	15.2737	10.5888
2200	400	2.0337	2.7346	3.8281	5.4303	7.3953	5.4863
2200	500	1.3198	1.7656	2.4844	3.5242	4.7994	3.7485
2200	600	1.0625	1.4214	2.0	2.8371	3.8637	3.1902
2200	700	1.0168	1.3603	1.9141	2.7075	3.6803	3.1088
2200	800	0.9753	1.3115	1.8359	2.6043	3.5467	3.0466
2200	900	0.9504	1.2715	1.7891	2.5378	3.4562	2.9844
2200	1000	0.9338	1.2557	1.7578	2.4935	3.3958	2.9004
2400	100	96.5869	131.1481	188.75	277.5291	396.7967	170.5741
2400	200	9.6509	13.0145	18.4375	26.5952	36.8408	17.3906
2400	300	3.5231	4.7703	6.7812	9.7276	13.4296	6.7033
2400	400	2.1011	2.8221	3.9844	5.6996	7.83	4.9177
