400	100	259.625	350.1123	496.0	715.4556	1003.4678	470.7068
400	150	139.4961	188.1148	266.5	382.2886	527.7753	383.2632
600	100	33.75	45.3301	64.0	91.2964	125.1977	59.2144
600	200	30.082	40.4504	56.625	80.0988	108.8768	94.6859
800	100	14.2109	19.109	26.75	37.7325	51.1904	22.4027
800	200	17.7939	23.7107	33.25	46.9012	63.2057	51.9405
800	300	11.1379	14.9171	20.8125	29.3573	39.563	42.2554
1000	100	6.873	9.1946	12.9375	18.3007	24.958	10.5766
1000	200	8.4004	11.2378	15.8125	22.4306	30.5473	18.2072
1000	300	8.1016	10.8939	15.25	21.5111	29.1833	32.2965
1000	400	5.9932	8.0175	11.2812	15.9129	21.5885	24.3144
1200	100	3.3533	4.522	6.4062	9.2152	12.7439	7.4022
1200	200	3.6313	4.897	6.9375	9.9517	13.739	7.9185
1200	300	6.0098	8.0811	11.3125	15.957	21.6483	16.2133
1200	400	5.1174	6.8191	9.5625	13.4885	18.1776	16.1897
1200	500	4.3662	5.8711	8.2188	11.5931	15.6232	13.9947
1400	100	2.5459	3.4427	4.9375	7.1811	10.0268	6.6857
1400	200	2.3947	3.2425	4.6094	6.6121	9.1284	6.0281
1400	300	3.4937	4.6924	6.625	9.3978	12.8825	7.785
1400	400	3.6025	4.8442	6.7812	9.6194	13.0574	7.3797
1400	500	3.2373	4.3531	6.0938	8.6199	11.7169	6.672
1400	600	2.9468	3.9624	5.5469	7.8684	10.6454	5.8985
1600	100	2.3606	3.2095	4.5781	6.6402	9.2853	5.2044
1600	200	1.5751	2.1505	3.0781	4.4769	6.289	3.6414
1600	300	1.9739	2.6837	3.8281	5.5524	7.7166	4.898
1600	400	2.6367	3.5414	5.0	7.1126	9.7361	6.1138
1600	500	2.5981	3.4757	4.8906	6.9375	9.4479	5.4822
1600	600	2.4487	3.2759	4.6094	6.5386	8.9338	5.1017
1600	700	2.3325	3.1204	4.3906	6.2108	8.47	4.7898
1600	750	2.2412	2.9982	4.2188	5.9844	8.15	4.7929
1800	100	2.1344	2.9102	4.2031	6.1968	8.7945	3.7149
1800	200	1.2299	1.6769	2.4219	3.5514	5.0558	2.153
1800	300	1.4192	1.9376	2.7734	4.0337	5.6493	2.7377
1800	400	2.012	2.7275	3.8438	5.4985	7.5537	4.4051
1800	500	2.1167	2.8317	3.9844	5.652	7.6972	4.7118
1800	600	2.0005	2.6762	3.7656	5.3267	7.2643	4.4455
1800	700	1.9175	2.5652	3.6094	5.12	6.9728	4.2537
1800	800	1.9009	2.5561	3.5781	5.0757	6.9124	4.1771
2000	100	2.4802	3.3958	4.9219	7.2565	10.3285	4.2336
2000	200	0.9684	1.326	1.9219	2.8335	4.033	1.6235
2000	300	1.0474	1.428	2.0625	3.0408	4.3155	1.7582
2000	400	1.3777	1.8731	2.6719	3.886	5.4259	2.4843
2000	500	1.5908	2.1452	3.0391	4.3352	5.9642	3.1661
2000	600	1.5903	2.1359	3.0156	4.2898	5.8721	3.4826
2000	700	1.5862	2.1304	3.0078	4.2667	5.8488	3.6207
2000	800	1.5614	2.0972	2.9609	4.2002	5.7576	3.5768
2000	900	1.5285	2.0529	2.8984	4.1115	5.6361	3.4075
2200	100	2.7147	3.7651	5.5156	8.2638	11.8865	5.2279
2200	200	0.8633	1.187	1.7266	2.5593	3.663	1.5735
2200	300	0.968	1.3199	1.9062	2.8029	3.984	1.6643
2200	400	1.0791	1.4795	2.125	3.0991	4.3732	1.8267
2200	500	1.2568	1.7088	2.4375	3.516	4.8857	2.2449
2200	600	1.3168	1.7757	2.5156	3.5886	4.937	2.5871
2200	700	1.3266	1.7818	2.5156	3.5886	4.9052	2.7542
2200	800	1.2813	1.7209	2.4297	3.466	4.7683	2.7303
2200	900	1.2648	1.6988	2.3984	3.4214	4.6767	2.721
2200	1000	1.2854	1.7264	2.4375	3.4771	4.7529	2.6894
2400	100	2.2925	3.2363	4.8906	7.6003	11.4064	5.1414
2400	200	0.5347	0.7524	1.1406	1.7726	2.6603	1.1742
